date,34000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000
2021-09-20,0,43.04997,43.336870000000005,65.3883,129.44868,213.99595,363.92121,578.842605,944.05872,1359.157905,1951.51635,1511.7622050000002,0,0,0,0
2021-09-21,20.949955000000003,20.309415,20.489405,80.74364,162.548,385.374055,594.51247,1697.3959800000002,2683.288965,1166.3165700000002,2088.2150300000003,0,0,0,0,0
