date,18000,18500,18750,19000,19250,19500,19750,20000,20500
2022-10-07,19.572689999999998,9.756920000000001,0.0,58.565279999999994,0.0,166.39141,0.0,583.7277,678.26498
2022-10-08,9.775215000000001,9.757,9.66098,9.685290000000002,58.17726,222.22416,301.97379,526.26456,0.0
