date,36000,36500,37000,37500,38000,38500,39000,39500,39750,40000,40250,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45500,46000,46500,47000,47500,48000,48500,49000,50000,51000
2023-12-18,12.536792999999998,12.744716999999998,17.028416,53.572454,65.81075200000001,41.43227,58.129344,38.058714,124.42605,79.905868,63.56616,85.2739,135.46233600000002,333.27872,375.31359,585.68298,297.53199,362.663635,447.914145,574.4788649999999,1049.0030000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-19,0,0,4.265826000000001,0,12.907536,4.302416000000001,16.932376,17.058416,33.52892,25.453758,33.929432000000006,42.25492,46.475594,63.456435000000006,122.83849,122.816392,232.316095,274.843205,380.87702999999993,528.2175000000001,679.4431999999999,1114.297175,978.65575,901.21374,1031.568,1123.8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-20,0,0,0,0,4.23862,0,4.284548000000001,8.560118,22.07519,4.285202,4.285842,4.386406,12.832269,4.369686000000001,13.203129,4.362202,26.403114,13.046586,8.721162,13.103745,17.463820000000002,30.541637,65.42970000000001,139.601344,305.12573,501.900365,0,661.7223,0,441.1003,0,0,0,0,0,0,0,0,0,0
