date,18000,18500,18750,19000,19250,19500,19750,20000,20500,21000
2022-10-08,9.644865,29.033535,0,77.4136,0,271.56696,0,564.9362400000001,0,0
2022-10-09,0,9.7545,9.693475,19.43989,48.597575,165.23524,397.405005,602.05503,0,0
