date,15500,15750,16000,16250,16500,16750,17000,17250,17500,17750,18000,18500,19000
2022-12-08,8.409555000000001,8.61505,8.612055,17.24134,43.072175,68.88080000000001,129.183225,206.73216,0,0,0,0,0
2022-12-09,0,8.60047,8.57221,8.54788,8.576315000000001,8.574075,17.12349,145.63118000000003,351.755195,0,0,0,0
