date,33000,33500,34000,34500,35000,35500,36000,36500,36750,37000,37250,37500,37750,38000,38250,38500,38750,39000,39250,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,45000,46000
2023-11-24,3.77932,7.581036,22.733982,11.313066,18.85259,26.390392,52.814888,71.67941900000001,90.803904,180.53112,207.752215,283.91475,433.77977,566.0885999999999,735.914205,962.902695,0,1326.1248,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,0,3.779830000000001,3.780358000000001,3.780394,3.78039,3.782247,11.334513,26.458999,30.225720000000003,49.18017,90.663288,143.62039199999998,264.76408000000004,397.37922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,0,0,7.464244000000001,7.462286000000001,11.221400999999998,14.92064,7.489914000000001,11.253305999999998,26.239612,52.443426,89.968632,168.71008499999996,337.39335,377.3331,988.12405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
