date,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-01-09,0,20.817295,21.203155,62.527935,125.91354,190.85274,628.5650999999999,807.89767,0,0
2022-01-10,20.051945,20.36157,20.425115,20.75139,62.47944,83.48984,376.56279,1010.3328,0,0
