date,14500,15000,15500,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-11-19,8.318175,8.38707,16.6919,49.835640000000005,33.46724,50.31333,117.04434,176.165115,327.07662,0,913.5698,0
2022-11-20,8.255455,8.263129999999999,24.35805,56.704095,81.1534,121.993125,324.24060000000003,567.29645,0,0,0,0
