date,38000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000
2021-10-04,23.866595,23.705840000000002,49.22184,24.702655,71.43126,164.906455,121.68842500000001,219.61836,318.720285,539.13398,951.0452250000001,1278.7655399999999,1993.75101,0.0
2021-10-05,0.0,0.0,0.0,24.94935,24.941815,24.945490000000003,24.951764999999998,25.09441,25.793715000000002,25.878175,25.74508,128.687025,257.8998,1027.1688000000001
