date,40000,50000,60000,70000,80000,85000,90000,92000,94000,95000,96000,98000,100000,102000,104000,105000,106000,108000,109000,110000,111000,112000,113000,114000,115000,116000,117000,118000,119000,120000,121000,122000,123000,124000,125000,126000,128000,130000,132000,134000,135000,140000,145000,150000,160000,170000
2025-05-29,0.0,147.860244,295.711836,533.6695500000001,1327.3623750000002,1813.3223400000002,2973.99928,0.0,0.0,4027.175448,0.0,4983.175755,5172.5087,6581.7447600000005,7652.24928,0.0,8608.78044,9800.721875,0.0,10809.108299999998,0.0,11559.13848,0.0,12844.0056,0.0,13522.16375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,72.766988,147.823816,264.067825,624.50904,1363.28478,2040.671685,3090.5987699999996,0.0,0.0,0.0,4998.2750399999995,5285.7055,6112.45296,0.0,8468.44006,0.0,9179.003939999999,0.0,0.0,11399.523205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-31,73.34700099999999,146.706742,320.822751,627.89544,1411.6407299999998,2089.4214,3189.83457,0.0,4612.557165,4621.699245,4819.67714,5780.199570000001,6610.48589,7524.882299999999,8491.666745,0.0,9281.00385,10171.81867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,83.30732,176.727019,283.49487000000005,626.2509,1460.27896,1945.1307,2944.01324,0.0,0.0,0.0,0.0,0.0,0.0,7151.090800000001,8094.87987,0.0,9143.39289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,0.0,0.0,264.613275,522.69215,1109.07972,1785.3389800000002,2640.1667500000003,0.0,4162.7828,4406.45226,4642.348134999999,5425.27024,0.0,6995.033255,8084.731025,0.0,9130.46575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,63.351576,0.0,234.158408,527.90985,1159.57908,1792.93356,2687.68776,0.0,3693.03515,4007.6186999999995,4148.02167,5213.913210000001,5486.68434,6286.21164,7191.2853000000005,0.0,8150.12334,9245.26989,0.0,11190.89646,0.0,12399.303119999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,52.581185,126.21197999999998,220.50352799999996,504.81316799999996,1154.7444699999999,1788.6743800000002,2751.683525,0.0,3776.23512,4001.1130999999996,4278.586050000001,5235.02,5778.883000000001,0.0,7435.625129999999,0.0,8436.945600000001,9495.7956,0.0,0.0,0.0,11800.027680000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,52.229775000000004,121.688784,254.580425,605.89914,1418.03172,2134.78377,3303.832025,0.0,4663.106019999999,5104.504145,5334.244124999999,6374.5617600000005,7243.767244999999,8256.881545,9274.580909999999,0.0,9541.33985,10841.62099,0.0,12967.26016,0.0,11545.357390000001,0.0,12859.016894999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,0.0,123.951888,210.10696,472.08626999999996,1050.2068,1627.51984,2621.39525,2896.6814249999998,3654.3521,4262.305060000001,4194.3124,4836.87838,5807.18256,6777.8347,7362.352200000001,0.0,8505.609120000001,10414.807965,0.0,10806.00707,0.0,13976.626498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
