date,8750,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000
2020-06-23,9.60939,9.64756,14.471025000000001,19.31372,24.03525,33.61316,48.2646,91.55216499999999,192.12900000000002,293.63234500000004,371.34366500000004
2020-06-24,4.64715,9.25207,13.843095,18.596259999999997,46.339600000000004,116.01412499999999,218.25437,311.583165,512.90103,550.80453,703.2183249999999
