date,40000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,58000
2021-05-13,24.773395,97.18382,123.7842,124.5367,149.37069000000002,294.81138000000004,491.0113,686.6459600000001,794.52704,1405.1622900000002,1885.47754,3069.575,4207.72716,0,0,0,7317.735764999999
2021-05-14,24.484315,25.016025000000003,25.013775000000003,24.825315,25.34118,24.904385,75.144915,149.97198,299.48268,549.3344999999999,1051.8423300000002,2469.3685000000005,2866.6628100000003,3128.535135,0,0,0
