date,56000,57000,58000,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,74000,75000,76000,77000,78000,79000,80000
2024-03-18,0,0,0,67.55147000000001,101.32404,227.048498,0,366.5648249999999,0,368.77401,0,556.5135060000001,671.1225000000001,607.5508499999999,774.652535,877.4310999999999,948.43238,1152.2022000000002,1777.93323,1594.27948,1942.24821,2206.8328759999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-19,142.780297,199.288416,304.84517,404.444105,650.04051,1079.346275,1175.14639,1332.934425,640.4922,1644.433915,1143.86346,1212.979,2498.3616,1359.77709,1968.863145,2194.6636200000003,3365.19472,4167.79374,4712.6235,0,4810.752035,0,0,6280.244755000001,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-20,6.787657000000001,19.630128,6.787695,13.535418,13.53737,13.539182000000002,13.539932000000002,27.084312,47.345382,60.975684,20.370528,20.367876,54.168976,40.620234,108.341344,81.464064,162.80779199999998,291.028171,407.2365,778.3396650000001,0,1364.489304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
