date,30000,31000,32000,33000,34000,35000,36000,37000
2021-02-01,50.585595000000005,118.777645,202.21493999999998,454.44401999999997,878.98122,0.0,0.0,0.0
2021-02-02,17.181175,17.69079,17.88925,17.78154,17.782415,214.32048,641.2257,2224.82688
