date,55000,56000,57000,58000,59000,60000,61000,62000,63000
2021-10-30,30.713015,31.06464,61.47561,153.35467500000001,184.96317,430.10156,859.2332,1141.5541549999998,2256.65035
2021-10-31,0.0,0.0,60.4553,30.69911,61.5325,92.41161,490.41048,800.59434,0.0
