date,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,77000,78000,79000,80000,81000,82000
2024-03-07,40.165122,54.2984,80.639256,114.448488,120.643632,147.724126,181.102581,228.328156,282.217866,369.11996,503.140275,509.8911,741.8213,814.27716,985.23643,1443.404865,1460.938545,1763.9141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-08,13.674084,13.643264000000002,20.548167,27.339456,20.50563,34.486035,34.21654,54.833784,69.35059,400.28598,144.309081,143.629962,205.93428,294.266415,328.032624,444.194725,716.5114950000001,854.8758750000002,1331.7876,1175.61137,1520.20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-09,6.8532280000000005,6.838548,6.847805000000001,20.478902999999995,20.549871,13.732574,20.549967,20.564673,6.8483350000000005,6.847952000000001,6.852042,6.847292,20.554197,20.557038,13.696666,20.531535,68.46371,225.982713,651.535175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
