date,38500,39000,39500,40000,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45250,45500,46000,46500,47000,47500,48000,48500,49000,49500,50000,51500,53000,54000,55000
2023-12-09,0,13.192875,17.5407,26.445222,26.358318,0,39.57295499999999,0,56.969302,0,87.304,0,92.333577,140.92550400000002,176.14336,264.03252,330.163875,525.16068,633.90723,831.50441,1007.73902,991.192275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-10,0,8.741442000000001,13.124930999999998,13.141182,21.832035,0,30.648233,0,34.998424,0,65.70414000000001,0,96.540246,135.70776999999998,166.513606,240.94136,285.27603,480.6911999999999,526.32216,722.3747850000001,789.8803199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-11,8.22772,44.80846700000001,8.242414,28.866061,61.81625999999999,111.203469,152.42335,267.731035,412.0724,333.37816,1420.2268500000002,646.0617,2029.4695,2355.56792,2028.0085650000003,1901.0443,2807.1021600000004,3404.87173,2372.34855,764.6714250000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
