date,37000,38000,38500,39000,39500,40000,40500,41000,41500,42000,42250,42500,42750,43000,43250,43500
2024-02-01,4.291023000000001,4.289203,8.599326,4.290469000000001,8.591578,12.918080999999997,17.22472,51.433644,56.173481,124.79106,0.0,236.84396999999998,0.0,430.38,0.0,0.0
2024-02-02,0.0,0.0,0.0,4.300001000000001,4.31236,8.551408,4.300388,4.313904,8.628792,21.575015,0.0,64.481745,0.0,151.037355,0.0,390.35186999999996
2024-02-03,0.0,0.0,0.0,0.0,4.318053,0.0,4.310443,4.297271,8.609268,4.297788,4.302401000000001,4.295971,17.19762,64.560255,163.901448,473.44846999999993
