date,17000,18000,18500,19000,19500,19750,20000
2022-09-04,9.8218,9.925930000000001,20.01337,30.005535,99.97415000000001,0.0,279.468
2022-09-05,0.0,9.920455,9.870155,9.888255,19.83055,138.26197,199.03490000000002
