date,23000,24000,25000,26000,27000,27500,28000,28500,29000,29500,30000,31000,32000,33000,34000
2022-05-26,0,29.21259,29.49889,29.50226,88.55619,0,204.50535,0,453.0402,0,739.509,0,0,0,0
2022-05-27,14.548775,14.408075,14.151365,28.26254,14.26481,14.409145,43.01307,86.35979999999999,457.48544,0,804.9239,0,0,0,0
