date,32500,33000,33500,34000,34500,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,38250,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,44000,45000,46000
2023-11-22,14.888032,15.064612,21.872627999999995,30.223032000000003,37.75911,41.537122,78.08073,86.43892199999999,86.0384,93.627925,138.455813,261.11869,243.417785,318.51047,522.2266000000001,618.385515,605.23776,792.80082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,7.479374000000001,14.958776000000002,14.86838,18.54969,25.970455,14.891296,29.730624,33.524289,52.150042,70.755487,93.293125,138.25656800000002,186.4728,261.50754,336.44492999999994,485.39036,726.958245,824.29468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,3.738353,3.738206,0,3.769829,3.773584,3.777106,11.321415,11.365721999999998,3.7795,3.779364,3.778879,3.792021,15.081924,15.113084,26.411896,45.25117199999999,225.66684,283.2624,661.5861,904.7856,0,0,0,0,0,0,0,0,0,0,0,0
