date,34000,35000,36000,37000,38000,39000
2022-04-30,18.854345000000002,37.842040000000004,105.427196,244.68846999999997,658.870625,879.3376099999999
2022-05-01,18.8579,18.97811,18.86402,19.153095,115.36011,671.5448250000001
