date,85000,90000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,104500,105000,106000,107000,108000,109000,110000,111000,112000,113000,114000,115000,118000,120000
2025-05-29,201.89092200000002,371.732235,0.0,846.0848000000001,0.0,0.0,0.0,0.0,1697.86096,2114.5832,2481.331865,2603.93546,2749.389341,0.0,3596.4016800000004,4072.39602,4757.3748,4600.14559,5142.04272,0.0,5495.198405,0.0,7820.2475030000005,0.0,0.0,0.0,12875.779644999999
2025-05-30,208.44792,498.42623999999995,0.0,989.7135149999999,0.0,0.0,1612.775,0.0,2283.9819199999997,2502.80424,2964.387315,3333.82816,3802.7495799999997,0.0,4033.776285,4896.257430000001,5276.907105,5374.88031,6579.65574,7064.9145,0.0,0.0,0.0,0.0,0.0,12887.665200000001,0.0
2025-05-31,178.137679,409.048731,0.0,944.0604,1101.52245,0.0,1468.1814000000002,1831.4051000000002,2044.19046,2453.442535,2986.37276,3772.78892,3604.2260400000005,0.0,4423.837750000001,4996.32576,5171.28084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,169.24723200000003,306.725228,0.0,738.64112,1194.462105,0.0,1215.03066,1831.0458250000001,1690.9988799999999,2554.57972,0.0,3087.977695,3061.06716,0.0,3840.642055,4011.04858,5076.844685,5610.4626100000005,0.0,0.0,7514.96746,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,126.563988,211.68342,0.0,679.55368,635.5352399999999,0.0,952.4085299999999,1110.10473,1522.63224,2290.62614,2306.6692,2274.08768,2891.351375,0.0,3120.8949749999997,3597.4148800000007,4534.5103899999995,5455.06104,6653.9443200000005,6946.790165,0.0,0.0,0.0,0.0,0.0,0.0,14694.892335
2025-06-03,85.39992,200.468183,0.0,477.639315,580.793565,0.0,795.125175,1055.0587,1267.38228,1484.86114,1649.8189149999998,2048.672805,2688.687105,0.0,2716.0646699999998,3538.9674700000005,3885.0479100000002,4798.06418,5479.95968,5874.71052,6563.68022,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,84.00252800000001,209.36272,0.0,484.884712,628.5501,0.0,994.320065,1204.26298,1311.135875,1673.87552,1891.5251399999997,2259.3216949999996,2877.1105,0.0,3247.57271,3676.8742500000003,4451.180975,4883.06916,0.0,6152.7813750000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,132.250235,365.875164,762.239925,915.9163199999999,1117.7485,0.0,1627.01104,1983.93078,2337.36902,2845.33032,3253.3260800000003,3861.3088199999997,4897.098835,0.0,5084.618,5318.112279999999,3799.28484,5025.12144,5616.207975,0.0,7471.2573649999995,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,83.644096,135.706376,293.385064,417.56468,459.56306,595.166412,731.1227700000001,887.75751,1096.64163,1361.68097,1574.3343,2144.429355,2558.399025,0.0,3082.707225,0.0,3688.6839500000006,5211.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
