date,56000,57000,58000,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500
2024-05-05,6.434919000000001,19.187727,31.978935000000003,44.882502,102.36761600000001,103.205088,166.405408,268.796682,351.997635,416.86137999999994,608.60363,801.3117500000001,1178.80224,1344.52941,0.0,0.0
2024-05-06,6.4120930000000005,6.3306320000000005,18.945867,18.99966,25.332988,44.332309,88.69142799999999,196.075124,303.246672,442.18055000000004,538.2392100000001,728.927385,1108.64285,1364.5217949999999,1904.5617,1332.209515
2024-05-07,6.429321,6.374828,12.851178,6.325637,6.246747,12.603928,31.16157,68.549547,137.152466,436.32078,686.26316,568.3716,1684.25109,2001.93792,2682.32581,0.0
