date,15000,20000,25000,30000,32000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,82000,84000,85000,86000,88000,90000,94000,95000,100000,105000,120000,140000
2024-01-18,0,46.895156,206.45745,520.509,742.993475,1107.559285,0,1759.21041,0,0,1776.7428200000002,3250.399635,3100.4027099999994,3455.01369,0,0,4966.89496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-19,0,74.448072,246.57654,563.92848,859.8458400000001,1106.11265,0,1716.9579,2145.31863,2181.761925,2764.665675,2950.56759,3459.20568,3885.64495,4271.219399999999,5138.642879999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-20,0,0,207.67470000000003,499.08996,0,0,0,1499.7877199999998,0,0,0,2911.7172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-21,0,0,191.586734,497.80428000000006,723.7164359999999,1041.649668,0,0,0,0,0,0,3229.521875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-22,0,0,221.63955,674.2315600000001,927.13529,1337.49554,0,1708.24206,2274.19056,2319.6440700000003,2892.777745,3231.2298,4041.84628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-23,0,104.693175,254.54169,760.614855,1057.0378500000002,1392.034,0,2064.281625,2471.17689,2801.61882,3314.59128,3720.6939,4536.811735,5158.308475,0,0,0,8076.392479999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-24,0,72.021222,220.39083,620.99386,898.28325,1319.6502,0,1968.26058,2059.81452,0,2885.11416,3390.7484,3941.407565,4515.3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-25,0,0,200.5737,617.0532949999999,0,1202.6289,0,1770.945585,1995.951,2439.299808,2877.0696,3303.5871000000006,3935.318310000001,4329.29448,4928.58417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-26,0,75.97134799999999,192.05046,419.5111,627.6705,904.10252,0,1318.72293,1536.22952,1866.22231,2183.8778,2558.33756,2927.1822350000007,3754.39519,4003.983615,4890.747953000001,0,0,0,0,0,8693.094224999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
