date,7250,7375,7500,7625,7750,7875,8000,8125,8250,8375,8500,8625,8750,8875,9000
2020-03-08,0.0,0.0,0.0,32.173080000000006,16.59468,29.010765000000003,45.585815,188.7191,277.041555,233.61165,319.54533,145.44112,452.765835,569.6295600000001,297.00224000000003
2020-03-09,7.8817900000000005,7.89344,15.75366,15.6914,27.659869999999998,94.11636,168.90722499999998,248.253075,390.02614500000004,521.14853,0.0,0.0,0.0,0.0,0.0
