date,56000,57000,58000,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,73000,74000,75000,76000,77000,78000
2024-03-20,40.61202,60.621642,61.088913000000005,81.245004,101.793975,669.0700800000001,209.647575,318.94224,242.766036,336.76685,339.3853,374.06963,373.433555,574.7917600000001,610.9280999999999,820.6311959999999,978.242065,950.53602,1190.39585,1394.46371,1791.5123600000002,0,2179.109784,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-21,19.626336,52.016408000000006,26.196900000000003,46.024832,78.470784,104.670928,169.58988799999997,144.28686800000003,222.493654,274.754676,327.191,431.668776,549.30036,880.40115,819.6617500000001,1020.31602,1536.365845,911.199375,1207.9951199999998,2616.2156,1560.47778,0,0,0,4644.6425,0,0,0,0,0,0,0,0,0,0
2024-03-22,6.344685,6.337031,6.326617,18.903501,18.969537,6.339259,25.285148000000003,44.358307,150.98906399999998,101.400736,82.943614,185.041199,480.238575,1146.9051,1955.33988,2382.316911,2427.058773,3586.46166,0,1458.4552399999998,0,3330.6519,5607.555585,0,6566.31324,0,0,0,0,0,0,0,0,0,11928.990494999998
