date,27000,27500,28000,28500,28750,29000,29250,29500,29750,30000,30250,30500,31000,31500,32000,32500
2023-08-11,2.93728,2.937857,14.67913,14.68649,11.76004,29.38748,105.795252,205.83409,0,0,0,0,0,0,0,0
2023-08-12,5.88086,0,2.9410040000000004,2.94064,8.822484,23.524624,38.240592,147.08345,0,0,0,0,0,0,0,0
2023-08-13,0,0,0,2.939019,5.864418000000001,8.785131,58.60284,263.61315,0,0,0,0,0,0,0,0
