date,96000,98000,100000,102000,103000,104000,105000,105500,106000,106500,107000,107500,108000,108500,109000,110000
2025-06-26,10.708854,10.706308,21.40265,53.644839999999995,85.588336,128.71011599999997,225.16473,0.0,481.75348499999996,0.0,802.63065,0.0,1075.9986999999999,0.0,1724.49648,2532.24109
2025-06-27,10.679532000000002,10.669554,10.72404,31.994909999999997,32.052099,42.742064000000006,53.56808,0.0,117.85811400000001,0.0,396.069497,0.0,1017.96034,0.0,0.0,0.0
2025-06-28,0.0,0.0,0.0,10.703817,10.752179,10.736882000000001,10.731695,10.754227,53.616235,53.696195,75.174323,268.428775,698.514505,1393.01253,0.0,0.0
