date,55000,56000,57000,58000,59000,60000,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,73000,74000,75000,76000,77000,78000,79000
2024-04-13,141.005348,218.040028,252.25278,412.585355,359.257525,517.90864,924.061075,0,993.178465,0,1826.20076,1144.2599,1637.853015,1198.18099,1759.83543,3835.171365,4565.262135,4362.59979,5290.6448,5544.54692,1321.8426,2271.65084,2607.3695700000003,3008.4237,3409.62183,0,8937.424724999999,0,4969.25466,5877.025874999999,6787.35958,7885.631799999999,0,0,0,0
2024-04-14,71.54691500000001,84.259513,97.94994,130.5292,131.50874,247.273866,295.131465,581.24709,888.2528199999999,585.6613199999999,653.2289,622.7733549999999,913.58512,888.0943950000001,1241.6272,2980.44484,0,2678.13278,2818.745625,4074.77248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,6.3328370000000005,12.670786,12.707904,25.319184,25.356348,44.373406,82.455308,107.985615,164.96974,240.979432,348.9145,576.90815,980.742505,1820.77689,2291.8813549999995,2762.66936,2329.95414,3707.69924,3827.92454,4712.621999999999,4866.01346,2612.48655,0,0,3751.772325,4121.80526,4714.040029999999,0,0,0,0,0,0,0,0,0
