date,31000,31500,32000,32500,33000,33500,34000,34250,34500,34750,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,44000,45000
2023-11-08,21.38247,17.9053,14.347076,21.270642,39.384136000000005,46.424599,67.971132,96.569685,142.77607999999998,179.21200000000002,268.118475,322.35777,394.6305,502.5013,611.35383,894.5812500000001,1056.77791,0,1519.0881250000002,0,2096.40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,10.931366999999998,3.654077,17.905715,10.909632,14.628588,18.236205,36.28892,18.849145,25.682118,43.838484,112.683605,234.11479,87.76471199999999,218.41278,179.565106,256.54713,348.561365,495.288,623.56782,970.42576,1346.22169,1804.921,1763.05648,1077.207945,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,0,3.65725,7.40809,11.119995,3.703435,3.709874,3.749829,3.74003,3.7362730000000006,3.735827,3.734028,3.734983,3.734588,3.735576000000001,3.736669000000001,7.494575999999999,3.732137,7.479986,41.071657,123.160521,280.05045,560.7443999999999,1076.64878,0,0,0,0,0,0,0,0,0,0,0,0
