,28000,29000,30000,31000,32000,33000,34000,35000,36000
2021-07-13,32.5668,32.59196,145.052235,195.45174,343.42686000000003,1020.22452,1063.25152,0,3199.418625
2021-07-14,16.178245,16.38255,16.426009999999998,32.79774,49.51459500000001,523.22592,1279.32792,0,0
