,20000,20500,21000,21500,22000,22500,23000,23500,24000,25000
2022-07-24,11.275875,22.530990000000003,45.24858,90.93316,215.11572,384.71901,667.63338,780.9371600000001,0,0
2022-07-25,11.03222,21.27139,85.30336,308.978905,745.9336500000001,394.923375,949.7022999999998,0,0,0
