,39000,40000,41000,42000,43000,44000,45000,46000
2022-01-15,21.54406,21.66891,21.63889,108.04895,261.37638000000004,931.87665,0,0
2022-01-16,0,0,21.609895,21.57257,193.96611,969.702975,0,0
