,15750,16000,16250,16500,16750,17000,17250,17500
2022-12-25,8.370065,8.413455,8.408629999999999,16.82327,58.898700000000005,235.15296,0,0
2022-12-26,0,0,8.41858,8.41586,8.45113,93.088655,0,0
