,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000
2021-12-10,71.58612000000001,48.28581,95.04992,71.139975,164.68011,259.467725,540.13039,872.42263,911.49821,2033.98557,1164.021505,2296.38992,2627.64089,0,0,0
2021-12-11,0,0,0,24.27632,24.155985,24.393915,24.655145,24.68042,146.64954,319.619235,814.1624700000001,0,0,0,0,0
