,20000,25000,28000,30000,32000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,48000,50000,52000,55000,60000,65000,70000
2022-02-24,122.541895,189.8335,342.34947,804.18735,919.53075,1174.32619,0,1610.0989800000002,0,2483.2164500000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,38.21956,98.34855,177.03891,309.0248,447.89395,651.1584750000001,0,1227.87189,0,1768.69935,0,2812.62816,0,4444.42915,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,0,78.44858,177.49232999999998,235.43196000000003,449.36319,574.287725,0,1076.795775,0,1873.47888,0,2562.05365,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-27,39.05494,131.92655000000002,297.65504,468.348,486.785875,1026.08181,0,1615.864025,0,2736.19622,0,2903.414,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,0,43.62494,144.41364000000002,151.034345,291.68853,460.5546,0,857.3596500000001,0,822.97379,0,1200.5004,0,2152.4005,0,3028.6172,0,0,0,0,0,0,0,0,0
2022-03-01,21.757615,43.04844000000001,65.35293,131.36634,217.55355,308.67312000000004,393.59214,500.989105,0,770.812525,0,1149.92722,0,1688.03448,0,2662.111925,2959.8564800000004,0,4968.96525,0,0,0,0,0,0
2022-03-02,21.746175,0,66.253275,109.66015,167.80439,327.35445,371.205455,466.809649,0,697.8436800000001,0,1071.43106,0,1602.72595,0,2340.06501,2956.18137,0,4251.63034,0,0,0,0,0,0
2022-03-03,0,21.90737,84.65788,109.181125,209.87195,297.5119,440.657595,469.04715,0,883.96959,0,1335.998475,0,2003.42952,0,3161.680915,3193.52061,4482.535695,0,0,0,0,0,0,0
2022-03-04,20.76009,39.72174,136.525445,270.24459,464.67732,683.8704250000001,1041.89895,1278.3837,918.335925,1779.794835,2534.79891,2607.6765,3674.8755,3861.5381,3820.78242,5403.07398,4596.657745,0,0,0,0,0,0,0,0
2022-03-05,0,39.02614,98.59175,156.35932,293.480925,565.924125,649.1962950000001,885.9638249999999,1289.29845,1552.01504,1892.3592,2859.72477,0,3676.04355,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,0,38.4063,96.161525,172.91699999999997,307.92248,542.68004,768.9617999999999,912.982285,1438.7535,1792.21137,1954.3125,2884.84575,0,4537.401735,0,6098.861580000001,0,0,0,0,0,0,0,0,0
2022-03-07,19.353805,37.90214,131.74035,190.6016,361.26049,630.137805,787.16146,1019.33628,1346.2932,1865.077928,2365.09974,2278.8745200000003,0,3923.06976,4976.51298,0,7042.329519999999,0,0,0,0,0,0,0,0
2022-03-08,0,19.275845,95.6782,154.0384,269.72302,501.37906,711.1374099999999,852.65158,1269.12324,1654.1545299999998,1729.18636,2402.453835,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,0,19.496485,41.67203,62.907990000000005,105.12395,209.2362,253.54308,317.25405,460.34593,648.410725,878.1509100000001,1094.2412,1511.4168,2029.811815,2384.532215,0,0,0,0,0,0,0,0,0,0
2022-03-10,0,19.5722,39.52751,59.347335,118.55826,237.80778,334.91717,491.50950000000006,710.5895999999999,969.946425,1419.24312,2150.54455,2632.97203,1992.77035,2841.795795,5079.186839999999,0,0,0,0,0,0,0,0,0
2022-03-11,0,19.38309,19.69145,38.86057,115.57746,252.15411,311.00816,505.31247,793.519535,1108.9008,1732.6926,2382.1857,3112.21035,3886.51232,4301.7095,0,0,0,0,10976.55969,0,0,0,0,0
2022-03-12,0,0,19.61037,39.19062,78.28292,156.24632,293.408775,428.10185,626.54608,864.08168,1315.287385,1787.0780200000002,2435.1392800000003,3181.3916400000003,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,0,19.483925,19.470615,56.72733,132.39023,283.6179,453.25296,661.2669000000001,966.103455,1455.425125,2113.2608,2324.06515,3487.50288,4369.1444,0,5709.49236,0,0,0,0,0,0,0,0,0
2022-03-14,0,19.359815,19.517575,19.42239,39.57037,97.180525,138.97583,236.43906,375.94502,536.77107,931.869705,1970.262141,2620.778625,3847.813,3926.797000000001,0,0,0,9092.482995,0,0,0,0,0,0
2022-03-15,19.582835,0,19.716355,19.504150000000003,38.987370000000006,78.9946,98.734875,178.945425,278.74105000000003,571.437315,887.9283,1420.0599599999998,2635.50184,2765.5264,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,0,0,0,20.684475,19.956725,19.982785,20.686745,20.57704,61.69095000000001,82.14762,206.2944,410.6933,800.7183600000001,1280.49034,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,0,0,20.52381,20.525885,20.483215,20.529875,20.43314,20.48527,20.331755,20.428265,40.94186,61.454355,323.84620100000006,1265.823,0,0,0,0,0,0,0,0,0,0,0
