,28000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,44000
2022-02-24,36.24149,35.94134,19.08311,38.3015,37.95036,57.521640000000005,113.87223000000002,190.22865,306.67392,556.231745,1074.08392,0,0,0,0
2022-02-25,0,0,0,0,38.389970000000005,19.186595,19.563560000000003,19.61438,19.5935,39.1991,235.26654,690.2182,0,0,0
