,13000,14000,14500,15000,15500,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-17,0,0,8.35114,8.351115,8.384450000000001,8.397950000000002,16.746209999999998,33.385220000000004,50.28702,117.37152,375.060375,0,0,0
2022-12-18,0,0,0,0,8.375745,8.387985,8.402989999999999,8.402315000000002,16.75364,58.76738,309.09874,0,0,1271.88508
