,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-12,20.109845,20.056615,60.19773,140.6461,460.85767,1023.8145449999998,0,0
2022-04-13,0,20.04015,19.94821,20.639815,20.59103,164.64408,1125.629175,0
