,15000,16000,18000,20000,22000,25000,30000,32000,34000,35000,36000,38000,39000,40000,41000,42000,43000,44000,45000,46000,48000,50000,52000,55000,60000,65000,70000,80000,90000,100000,120000,150000,200000,250000,300000,400000
2021-03-25,0,0,0,1091.38071,0,0,4794.508895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9805.29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,0,0,0,1027.85124,0,0,2205.9723000000004,0,0,0,0,0,0,5468.624075,0,0,0,0,0,0,0,9631.69375,0,0,0,0,20755.410825000003,26432.383415,0,0,0,0,0,0,0,0
2021-03-27,0,0,0,815.26598,0,0,2354.75814,0,0,0,0,0,0,4968.797519999999,0,0,0,0,0,0,0,8587.9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,0,0,0,742.9498199999999,0,0,2200.0548000000003,0,0,0,0,0,0,4581.712280000001,0,0,0,0,0,0,0,8905.165585,0,0,0,0,0,24502.56534,0,0,0,0,0,0,0,0
2021-03-29,0,0,0,827.7072700000001,0,0,2470.221,0,0,0,0,0,0,4803.10152,0,0,0,0,0,0,0,8837.310599999999,0,0,12851.5629,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,0,0,0,1114.78073,0,0,2371.4028,0,0,0,0,0,0,4804.707805,0,0,0,0,0,0,0,0,0,0,11559.615885,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,0,0,0,0,0,0,2370.9148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7797.678280000001,0,0,12148.82793,0,0,0,0,34543.6884,48173.93088,0,0,0,0,0
2021-04-01,0,0,0,766.87715,0,0,1770.4992,0,0,0,0,0,0,4221.87912,0,0,0,0,0,0,0,7314.78728,0,0,11631.5892,0,0,21768.173,0,0,0,0,0,0,0,0
2021-04-02,0,0,0,946.508,0,0,0,0,0,0,0,0,0,4168.38159,0,0,0,0,0,0,0,7064.53886,0,0,10516.3496,0,15544.22256,20166.18526,0,0,0,0,0,0,0,0
2021-04-03,0,0,0,787.3752149999999,0,0,0,0,0,0,0,0,0,4077.124795,0,0,0,0,0,0,0,7021.72216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891.886799999999,0,0,10863.01412,0,15901.641250000002,0,0,0,0,0,0,0,0,0
2021-04-05,0,0,0,767.71058,0,0,1625.18125,0,0,0,0,0,0,3188.08494,0,0,0,0,0,0,0,6638.6565,0,0,11146.16685,0,0,22245.5181,0,0,47943.5964,0,0,0,0,0
2021-04-06,0,0,0,763.9420099999999,0,0,0,0,0,0,0,0,0,3744.864195,0,0,0,0,0,0,0,7219.76,0,0,10427.917325,0,0,20929.7988,0,0,0,0,0,0,0,0
2021-04-07,0,0,0,593.581905,0,0,0,0,0,0,0,0,0,4390.250225,0,0,0,0,0,0,0,7860.579699999999,0,0,11373.312,0,16872.99752,21727.34814,0,0,0,0,0,0,0,0
2021-04-08,0,0,0,0,0,0,1695.9849,0,0,0,0,0,0,4109.168159999999,0,0,0,0,0,0,0,6515.35536,0,0,11947.60539,0,16851.778694999997,0,0,0,0,0,0,0,0,0
2021-04-09,0,0,0,727.714,0,0,1843.912665,0,0,0,0,0,0,3928.341640000001,0,0,0,0,0,0,0,6987.9144,0,0,11104.5462,0,15818.2007,0,0,0,0,0,0,0,0,0
2021-04-10,0,0,0,0,0,0,1801.1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326.173975,0,0,10478.749639999998,0,15506.244265,21166.04448,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,596.2134,0,0,1667.88832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6782.65116,0,0,10944.79144,0,15289.68301,0,0,0,0,0,0,0,0,0
2021-04-12,0,0,0,633.362205,0,0,1851.6331,0,0,0,0,0,0,3761.12584,0,0,0,0,0,0,0,6818.112,0,0,10826.23807,0,14544.784705,0,0,0,0,0,0,0,0,0
2021-04-13,0,0,0,0,0,0,1853.608605,0,0,0,0,0,0,3371.059075,0,0,0,0,0,0,0,6390.695849999999,0,0,9965.97692,0,0,19871.76632,0,31313.71859,0,0,0,0,0,0
2021-04-14,0,0,0,722.9682,0,0,1808.10252,0,0,0,0,0,0,3781.502865,0,0,0,0,0,0,0,6351.08236,0,0,9790.06798,0,15129.01992,19443.08883,0,31593.17484,0,0,0,0,0,0
2021-04-15,0,0,0,599.12035,0,0,1430.422875,0,0,0,0,0,0,3389.05566,0,0,0,0,0,0,0,6496.442459999999,0,0,9381.29968,0,0,19895.59147,0,0,0,0,0,0,0,0
2021-04-16,0,0,0,799.0986899999999,0,0,1541.251875,0,0,0,0,0,0,3290.93781,0,0,0,0,0,0,0,6492.38978,0,0,9294.912,0,15462.74355,19195.94835,0,0,0,0,0,0,0,0
2021-04-17,0,0,0,696.433445,0,0,1472.72195,0,0,0,0,0,0,3162.29982,0,0,0,0,0,0,0,5922.84815,0,0,10550.220965,0,14505.76995,0,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,952.94282,0,0,1809.49312,0,0,0,0,0,0,4149.13264,0,0,0,0,0,0,0,7873.524119999999,0,0,11331.528,0,16913.856,24834.5196,0,0,0,0,0,0,0,0
2021-04-19,0,0,0,848.1537,0,0,1957.79888,0,0,0,0,0,0,3990.343005,0,0,0,0,0,0,0,7435.788100000001,0,0,12237.322135,0,16972.01991,23261.99085,0,0,0,0,0,0,0,0
2021-04-20,0,0,0,849.2058,0,0,1773.454725,0,0,0,0,0,0,4052.74275,0,0,0,0,0,0,0,7170.921649999999,0,0,11634.32605,0,17353.871300000003,0,0,0,0,0,0,0,0,0
2021-04-21,0,0,0,552.0793,0,0,1652.1725749999998,0,0,0,0,0,0,3941.34277,0,0,0,0,0,0,0,7780.0678,0,0,11676.03315,0,17918.7645,0,0,0,0,0,0,0,0,0
2021-04-22,0,0,0,816.66736,0,0,2731.52725,0,0,0,0,0,0,4640.7573,0,0,0,0,0,0,0,8513.19882,0,0,13526.050125,0,17599.3818,0,0,0,0,0,0,0,0,0
2021-04-23,0,0,0,1068.34876,0,0,2419.82117,0,0,0,0,0,0,5029.1230000000005,0,0,0,0,0,0,0,9611.26807,0,0,14629.621849999998,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,0,0,0,0,0,0,2917.00605,0,0,0,0,0,0,5141.31555,0,0,0,0,0,0,0,10158.568175,0,0,15359.8583,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,0,0,0,1146.95664,0,0,0,0,0,0,0,0,0,6055.9644,0,0,0,0,0,0,0,0,0,0,14855.813999999998,0,23727.2706,0,0,0,0,0,0,0,0,0
2021-04-26,0,0,0,819.2269249999999,0,0,2292.833235,0,0,0,0,0,0,4664.655479999999,0,0,0,0,0,0,0,8671.524495000001,0,0,13089.67524,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,0,0,0,819.5721,0,0,2026.22064,0,0,0,0,0,0,4490.265060000001,0,0,0,0,0,0,0,8089.673119999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,0,0,0,715.4120999999999,0,0,0,0,0,0,0,0,0,3824.15132,0,0,0,0,0,0,0,7222.96362,0,0,11582.2476,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,0,0,0,653.7474,0,0,1768.83005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7302.319280000001,0,0,12152.3329,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,0,0,0,736.775055,0,0,1742.464085,0,0,0,0,0,0,3638.19456,0,0,0,0,0,0,0,6704.3902,0,0,10976.68,0,17560.9664,0,0,0,0,0,0,0,0,0
2021-05-01,0,0,0,668.24522,0,0,1737.9326999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6414.5032,0,0,10515.74913,0,15157.3105,21264.048,0,0,0,0,0,0,0,0
2021-05-02,0,0,0,577.846524,0,0,1527.7898699999998,0,0,0,0,0,0,3484.14966,0,0,0,0,0,0,0,6739.14136,0,0,10386.424795,0,15182.10058,0,0,0,0,0,0,0,0,0
2021-05-03,0,0,0,736.94543,0,0,1810.656,0,0,0,0,0,0,3565.955115,0,0,0,0,0,0,0,6489.28216,0,0,11262.98622,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,0,0,0,757.07156,0,0,2154.6223,0,0,0,0,0,0,4478.19958,0,0,0,0,0,0,0,7981.4315,0,0,13733.04832,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,0,0,0,782.6862400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7767.724490000001,0,0,11975.85636,0,0,0,0,0,0,0,0,0,201703.11228,0
2021-05-06,0,0,0,780.94254,0,0,1904.176515,0,0,0,0,0,0,4226.02826,0,0,0,0,0,0,0,7914.611999999999,0,0,12424.9158,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,0,0,0,0,0,0,1951.462435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200.1617,0,0,11548.348,0,0,23635.1094,0,0,0,0,0,0,0,0
2021-05-08,0,0,0,797.623875,0,0,1918.6882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097.9604,0,0,11431.035720000002,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,812.22344,0,0,2348.807455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8299.40374,0,0,13117.958785,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,0,0,0,1022.92346,0,0,2823.35154,0,0,0,0,0,0,3821.77315,0,0,0,0,0,0,0,8662.309785000001,0,0,12925.6205,0,18224.2305,0,0,0,0,0,0,0,0,0
2021-05-11,0,0,0,927.214695,0,0,2295.6986500000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8633.04585,0,0,13062.8799,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,0,0,0,1175.44559,0,0,2940.42695,0,0,0,0,0,0,5410.1410000000005,0,0,0,0,0,0,0,10035.064,0,0,14325.823075,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,0,0,0,1264.86308,0,0,3446.7055000000005,0,0,0,0,0,0,6675.77216,0,0,0,0,0,0,0,11491.452655,0,0,17434.31625,0,25199.153200000004,0,0,0,0,0,0,0,0,0
