,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-16,21.59953,21.61535,43.2355,172.355,411.066425,995.09592,0,0,0
2022-01-17,0,21.059595,41.80182,169.03648,988.77754,1386.9518,0,0,0
