,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-03-18,20.50253,40.69684,20.90339,41.79965,104.733875,271.5791,668.6111999999999,0,0,0
2022-03-19,0,0,21.16563,20.92742,20.951,21.078,147.67599,781.5243599999999,0,0
