,15000,20000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,50000,55000,60000,65000,70000,80000,90000,100000
2021-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667.139075,0,0,0,0,2654.604315,4487.043960000001,6799.03695,9438.537219999998,0,0,0,0,0
2021-04-30,0,0,0,0,0,0,0,0,548.5299,0,0,0,0,0,0,0,0,0,1271.3483199999998,0,0,0,0,2023.694895,3124.2189000000003,4785.31704,7358.796060000001,9250.8352,0,0,0,0
2021-05-01,0,0,0,0,0,0,0,0,492.033465,0,0,0,0,0,0,0,0,0,1277.7743,0,0,0,0,1980.639825,0,0,0,9696.82896,0,0,0,0
2021-05-02,0,0,0,0,0,0,0,0,508.36806,0,0,0,0,0,0,0,0,0,1356.87648,0,0,0,0,2260.8912,3217.91334,5103.7146,7840.26442,10436.568005,0,0,0,0
2021-05-03,0,0,0,0,0,0,0,0,575.6815,0,0,0,0,0,0,0,0,0,1185.47851,0,0,0,0,2006.810835,3328.6675250000003,4978.52882,7870.192000000001,11060.82211,0,0,0,0
2021-05-04,0,0,0,0,0,0,0,0,730.03329,0,0,0,0,0,0,0,0,0,1994.662125,0,0,0,0,2919.8269800000003,4684.294019999999,6679.558725,10116.26042,0,0,0,0,0
2021-05-05,0,0,0,0,0,0,0,0,632.39638,0,0,0,0,0,0,0,0,0,1520.805055,0,0,0,0,2367.106976,3860.269170000001,5536.526653,7929.447705,10829.86443,0,0,0,0
2021-05-06,0,0,0,0,0,0,0,0,591.772545,0,0,0,0,0,0,0,0,0,1520.42292,0,0,0,0,2255.63407,3634.63168,0,8440.99116,11211.1902,0,0,0,0
2021-05-07,0,0,0,0,0,0,0,0,568.0545,0,0,0,0,0,0,0,0,0,1363.4606,0,0,0,0,2039.88396,3263.6609150000004,4982.43236,7233.590684999999,10479.08134,0,0,0,0
2021-05-08,0,0,0,0,0,0,0,0,528.68259,0,0,0,0,0,0,0,0,0,1331.34615,0,0,0,0,2009.0634,3315.5248,4861.503075,7129.783765,10200.6195,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,0,517.1445,0,0,0,0,0,0,0,0,0,1372.30271,0,0,0,0,2269.90226,3419.876,5412.27466,8009.965845000001,10506.069285,0,0,0,0
2021-05-10,0,0,0,0,0,0,0,0,678.5282500000001,0,0,0,0,0,0,0,0,0,1732.943205,0,0,0,0,2619.87541,3608.16,6282.76725,9178.78995,11663.89098,0,0,0,0
2021-05-11,0,0,0,0,0,0,0,0,617.25092,0,0,0,0,0,0,0,0,0,1552.404975,0,0,0,0,2454.05772,3700.46755,5875.643279999999,8634.77846,11478.66616,0,0,0,0
2021-05-12,0,0,0,0,0,0,0,0,853.65602,0,0,0,0,0,0,0,0,0,2501.3225,0,0,0,0,3860.451655,5985.082719999999,7289.344335000001,10249.20384,12551.96861,0,0,0,0
2021-05-13,0,0,0,0,0,0,0,0,1016.0726100000002,0,0,0,0,0,0,0,0,0,2819.40785,0,0,0,0,4840.00181,6836.00332,9803.57763,0,17339.29785,0,0,0,0
2021-05-14,0,0,0,0,0,0,0,0,1134.02512,0,0,0,0,0,0,0,0,0,3082.3752600000003,0,0,0,0,4946.375,7221.04205,9416.95569,11992.19814,0,0,0,0,0
2021-05-15,0,0,0,0,0,0,0,0,1240.16646,0,0,0,0,0,0,0,0,0,3760.284,0,0,0,0,5600.0594,8208.386460000002,10805.25282,0,0,0,0,0,0
2021-05-16,0,0,0,0,0,0,0,0,1623.3747299999998,0,0,0,0,0,0,0,0,0,4615.69264,0,0,0,0,7873.060229999999,9715.28455,13071.0772,16481.97845,0,0,0,0,0
2021-05-17,0,0,0,1354.0406300000002,0,0,0,0,2426.68311,0,0,0,0,4235.17388,0,0,0,0,6474.589765,0,0,0,0,8742.351345,12467.62728,18139.03875,23334.77713,0,0,0,0,0
2021-05-18,0,0,0,1339.230375,0,0,0,0,2268.53025,0,0,0,0,3731.067645,0,0,0,0,5823.56115,0,0,0,0,8719.062914999999,11571.62949,13963.604175,0,0,0,0,0,0
2021-05-19,0,0,0,1764.129185,0,0,0,0,2916.107355,0,0,0,0,5164.610355,0,0,0,0,7649.983425,0,0,0,0,10664.16494,14347.9525,28840.01266,28101.20788,30711.314650000004,0,0,0,0
2021-05-20,0,0,0,1668.2715500000002,0,0,0,0,2962.199205,0,0,0,0,4697.84133,0,0,0,0,7135.551475,0,0,0,0,10258.172600000002,12954.08616,18732.32615,0,0,0,0,0,0
2021-05-21,0,0,0,2541.13756,0,0,0,0,4152.316,0,0,0,0,6425.683539999999,0,0,0,0,8881.81439,0,0,0,0,12770.383499999998,18475.32015,17810.549460000002,0,0,0,0,0,0
2021-05-22,0,0,0,2635.5973000000004,0,0,0,0,4114.031690000001,0,0,0,0,6127.0428600000005,0,0,0,0,8703.025380000001,0,0,0,0,0,15194.948000000002,20276.758485,0,0,0,0,0,0
2021-05-23,0,0,0,3091.238625,0,0,0,0,5897.695484999999,0,0,0,0,7635.026385,0,0,0,0,10959.86297,0,0,0,0,14824.6252,18547.31465,0,0,0,0,0,0,0
2021-05-24,0,0,0,1847.7456,0,0,0,0,3376.841495,0,4080.41025,0,4508.1403,5005.106365000001,5406.798195000001,0,0,0,7475.1023,0,0,0,0,12068.11242,0,0,0,0,0,0,0,0
2021-05-25,0,987.49352,0,1889.3410200000003,0,0,0,0,3278.96586,0,3974.98816,0,4908.2826,5224.971125000001,5589.93831,0,0,0,7947.774265,0,0,0,0,11393.94432,15304.887875,0,0,0,0,0,0,0
2021-05-26,0,780.1116000000001,0,1520.6790299999998,0,0,0,0,2767.335285,0,3363.78627,0,3970.78874,4363.93614,4874.132670000001,0,0,0,6757.744119999999,0,0,0,0,10061.42664,0,0,0,0,0,0,0,0
2021-05-27,0,701.9006750000001,0,1294.93178,0,0,0,0,2408.255625,0,3024.769065,0,3819.46471,4222.5238,4583.17076,0,0,0,6531.118065000001,0,0,0,0,9815.3223,12820.461825,16851.0108,0,0,0,0,0,0
2021-05-28,0,1089.25506,0,1891.35164,0,0,0,0,3628.92816,0,4269.898819999999,0,5255.557385,5585.188649999999,6512.40375,0,0,0,8821.779349999999,0,0,0,0,10846.55082,15661.480325,0,0,0,0,0,0,0
2021-05-29,0,1191.5519,0,2231.7193500000003,0,0,0,0,3761.36136,0,4751.620605000001,0,5924.91054,6173.87019,5914.21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,0,1026.2223,0,1931.417945,0,0,0,0,3478.1495,0,4173.586725,0,5141.054879999999,5543.9284,6010.3371,0,0,0,0,0,0,0,0,0,0,0,0,29467.899,0,0,0,0
2021-05-31,0,637.3463439999999,0,1386.755625,0,0,0,0,2635.3638,0,3358.14388,0,4302.32869,4712.417280000001,5117.323920000001,0,0,0,7388.064,0,0,0,0,0,14573.180160000002,19034.197455,0,0,0,0,0,0
2021-06-01,0,698.2975349999999,0,1416.1589749999998,0,0,0,0,2756.638635,0,3456.2349,0,3898.29852,4906.11296,5266.670975,0,0,0,7871.13795,0,0,0,0,0,0,0,0,0,0,0,0,0
