,17000,18000,18500,18750,19000,19250,19500,19750,20000,20250,20500,21000,22000
2022-09-15,9.92041,29.522205000000003,69.19346,0,137.81144999999998,0,227.637785,0,455.04166,0,934.24425,1060.81938,0
2022-09-16,9.83108,9.687215,9.762145,19.56205,9.86619,9.863005,39.46206,293.2872,276.55222,0,1004.087775,1519.17012,0
