,22500,23000,23500,24000,24500,25000,25500,26000,27000,28000
2022-08-14,0,24.398830000000004,60.832525,218.07072,425.5485500000001,813.487535,0,0,0,0
2022-08-15,12.084505,12.074765,12.072965,179.589675,446.50009,985.67813,1442.814,0,0,0
