,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-23,8.397995000000002,16.806,8.39558,8.38945,75.506625,234.98958,453.86730000000006,0,0
2022-12-24,0,0,8.403885,8.417645,8.41939,176.69200500000002,0,0,0
