,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-04-19,20.394265,20.7704,41.31463,123.94608,269.597705,0,0,0,0
2022-04-20,0,0,20.58044,40.99858,124.10196,946.55373,1050.73275,0,0
