,39000,40000,41000,42000,43000,44000,45000
2022-04-09,21.21084,21.30782,85.24556,212.8466,970.99951,0,2746.3423
2022-04-10,0,20.993715,21.172595,105.92655,719.1827900000001,0,2306.57382
