,36000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000
2022-02-10,0,22.08709,22.467385,44.14272,109.45295,132.48381,456.827175,705.46464,1001.783475,1415.94327,0,0,0
2022-02-11,21.469525,21.719365000000003,21.394900000000003,42.73252,42.36424,211.56115000000003,886.09794,1996.4174,2464.7192800000003,0,0,0,0
