,19000,20000,20500,21000,21500,22000,22500,23000,23500,24000,25000,26000
2022-07-18,10.795815,22.257240000000003,75.90789500000001,88.49044,177.27312,246.85045,395.245375,731.28575,0,0,0,0
2022-07-19,10.88432,11.880055,11.378855,11.82519,11.762705,11.648465,35.094795,82.3935,395.7345,710.593575,0,0
