,15000,20000,25000,28000,30000,32000,34000,35000,36000,38000,40000,42000,44000,45000,46000,46500,47000,47500,48000,49000,50000,51000,52000,54000,55000,56000,58000,60000,70000,80000,90000
2021-05-27,0,1005.4616,0,0,3332.174151,0,0,5249.42826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17649.18648,0,0,0,0,0,0
2021-05-28,0,1396.124,2281.135,0,4292.490900000001,0,0,6796.921145,0,0,8837.755290000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,0,1550.847695,2818.43626,0,4634.02552,0,0,7036.436750000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,0,1380.846005,2626.168965,0,4383.312870000001,0,0,6698.53588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,0,1031.233,1975.09588,0,3447.78342,0,0,5850.72255,0,0,8467.679220000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,0,0,2021.5002500000005,0,3446.7864600000003,0,0,5884.55591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,0,0,1805.4484,0,3222.9739,0,0,5112.6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,0,758.398875,1516.94751,0,2708.4561000000003,0,0,4661.646,0,0,7078.128900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,0,968.721015,1750.6714,0,3105.97308,0,0,5172.2132,0,0,7804.022269999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,0,0,2036.07385,0,3605.05536,0,0,5869.839285,0,0,8094.19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,0,1011.75816,1955.03605,0,3415.36115,0,0,5634.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,0,909.995805,2256.731365,0,3932.940165,0,0,6519.6808900000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,0,1349.60406,2355.2466,0,4197.87125,0,0,6768.683220000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,382.274235,817.0703199999999,1769.1959250000002,0,3100.87834,0,0,5087.7192,0,0,7769.869119999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,0,804.56222,1526.2961300000002,0,2982.1104,0,0,5239.14228,0,0,7777.130229999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,0,646.8477750000001,1473.3717250000002,0,2690.55576,0,0,4780.36977,0,0,7474.144795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,0,750.59418,1630.0643449999998,0,3057.14655,0,0,5205.550364999999,0,0,7552.267875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,299.0828,660.58294,1337.822025,0,2504.08995,0,0,4435.7685,0,0,6971.10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,239.57238000000004,561.3493199999999,1191.6372,0,2228.156835,0,0,3932.5393800000006,0,0,6121.88512,0,0,9272.93167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,201.74225,494.64264,1127.8204,0,2171.87946,0,0,3719.477725,0,0,6215.82939,0,0,9156.449715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,221.77067,540.76596,1195.63373,0,2297.903685,0,0,4129.47147,0,0,6845.207019999999,0,0,9726.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,0,530.16741,1246.5783,0,2381.94625,0,0,4363.994250000001,0,0,7043.185739999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,214.69152,554.835055,1251.1117500000005,0,2636.8346,0,0,4861.90208,0,0,7905.769515000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,197.391425,497.06888,1153.00608,0,2589.50783,0,0,4703.24448,0,0,7651.305060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,211.16292,533.7076500000001,1244.0211000000002,0,2597.7561,0,0,4784.249735,0,0,7757.861359999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,309.854375,862.66242,2131.38675,0,4095.47136,0,0,6529.83876,0,0,9781.40097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,340.52823,911.24376,1962.190405,0,4013.42864,0,0,6669.63312,0,0,13024.19776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,278.56633500000004,723.9226299999999,1762.64909,0,3670.961184,0,0,6495.5656500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,220.400245,628.6917599999999,1513.57902,0,3162.471495,0,0,5454.840365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,321.7119,844.03613,2135.3469750000004,0,3964.84692,0,0,6751.38592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,321.087,959.67518,2042.1728,0,4356.830800000001,0,0,7330.721299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,262.95192,828.344805,1602.635985,0,3537.33448,0,0,5473.14212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,259.89105,640.2742699999999,1547.23095,0,3060.53912,0,0,5514.59937,0,0,8842.84938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,193.66446,536.6085,1176.728475,0,2564.239535,0,0,4557.75768,0,0,8317.8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
