,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000,25000
2022-09-11,0,10.75177,21.66091,54.440175,98.016705,292.12542,637.343665,0,0,0,0
2022-09-12,10.89618,10.90045,10.983445,11.176355,11.135695,11.197575,44.72632,246.40539,801.94788,0,0
