,46000,48000,50000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,76000,78000,80000,82000,84000,86000,88000,90000
2024-05-02,249.211788,412.89983,557.1850000000001,798.3566549999999,920.759675,1126.89608,1419.34608,1768.686,2039.604465,2424.4038,2816.760925,3403.80335,3858.87125,5223.42585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,122.9574,185.12238,227.317032,339.490525,371.526127,498.8284,597.454335,722.966245,865.0675940000001,1133.35272,1384.4655,1671.978015,2074.31598,2542.03191,3045.11033,3461.05595,0,0,0,0,0,0,9123.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-04,70.231909,120.194608,196.823929,254.58228,318.7017,444.82046,509.63568,605.45989,765.09456,960.50115,1225.2763260000002,1555.920275,1873.92142,2139.58537,2556.7504000000004,3065.5939200000003,3609.92851,0,4733.51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,64.00832,90.01832,147.365945,274.37354,270.400872,382.95516,448.97076,605.2773950000001,705.9991399999999,1018.96736,1306.38423,1412.18528,1881.043605,2055.04672,2471.270725,2951.88532,3495.74118,0,4043.97315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,69.83457800000001,96.051405,152.323464,216.245236,289.508265,348.096815,443.00445,632.3032000000001,664.9932450000001,918.59704,1105.0977000000005,1361.187145,1736.7515,2130.975535,2653.0287000000003,3014.848275,3586.082685,0,4220.5821000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-07,56.918754,70.358376,102.861744,159.335225,234.82412600000004,289.777874,349.375565,562.1730299999999,540.30267,935.69505,1040.480925,1437.03609,1810.39112,2247.41772,2519.9084,3057.78629,3106.441005,0,3743.199135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,61.16165,87.36427,182.73054,299.436746,249.51092000000003,311.5044,550.79478,734.47752,1005.66807,1077.4907500000002,1586.30056,1981.940025,2439.3084,2871.37006,3567.4218450000003,3072.92573,3976.173027,0,4527.055875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,61.21974,68.825779,100.202624,217.06951,335.61891,310.62895000000003,289.398006,348.15874499999995,472.9986,632.0281,821.50055,1101.843575,1356.4006,1909.5379,2408.90342,2886.57866,3804.74019,0,0,0,0,0,0,0,7723.100575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,37.460838,56.191257,169.335544,249.80234,332.74307,425.06268,517.6604550000001,699.4495499999999,907.76025,1096.26444,1401.99099,2023.999315,2451.264525,3113.6910299999995,3272.772085,3915.76768,3944.43712,0,5331.259079999999,0,4784.827,0,0,0,0,0,0,0,0,0,9039.953265,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-11,42.584017,0,121.60296,213.073735,237.726489,334.4649,426.64608,549.15084,761.8815,949.34586,1339.9111,1735.820715,2132.93815,2771.171585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
