,27000,28000,29000,30000,31000,32000,33000,34000
2021-07-16,46.803885,16.067405,32.01765,125.5374,345.48162,575.44686,1681.46006,0
2021-07-17,0,15.6584,15.951305,31.53764,78.902275,521.1670200000001,1588.9926,0
