,15000,20000,21000,22000,23000,24000,25000,26000,27000,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,35000,36000,40000,45000,50000
2022-05-19,90.4626,257.32959500000004,331.67035,392.0137,466.30665,556.928995,677.245275,874.29548,1072.808935,1329.85776,0,1658.9221,0,1928.65756,0,2509.36888,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,59.99072,220.244025,225.7233,391.650795,533.782165,613.2207900000001,840.1639299999999,979.66395,1186.464915,1588.960035,0,1985.83528,0,2659.72184,0,2495.25556,0,2933.4546,0,3651.3807,0,4299.10964,5248.304579999999,7279.76806,0,0,0
2022-05-21,44.165745,176.922,205.72937,293.6273,352.97604,496.83044,644.30278,984.1147,1028.7298,1327.6831499999998,0,1803.846045,0,2284.84386,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,29.88611,118.81248,0,194.87806,284.303175,358.49244,520.9053500000001,712.1184,950.3856,1014.984675,0,1348.1453,0,1727.67342,0,0,0,2777.675565,0,0,0,0,0,0,0,0,0
2022-05-23,29.28448,117.531,174.48372,232.57208,242.91208,409.367,423.3628,573.56098,955.59815,1370.31649,0,1702.6184200000002,0,2403.67834,0,2359.021555,0,2666.48725,0,0,0,0,0,0,0,0,0
2022-05-24,29.236400000000003,131.37498,148.71235,245.72293,306.476205,394.30314,528.0078599999999,610.83522,910.96848,1085.3592549999998,0,1441.300205,0,2161.03458,0,2682.301455,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,29.59476,118.44284,134.42629499999998,192.479365,237.95896,340.558125,417.03172,607.671865,800.42796,1012.5132,0,1395.17714,0,1748.0888100000002,0,2627.074705,0,0,0,3932.05456,0,0,0,0,0,0,0
2022-05-26,14.7072,131.95251,174.40542,189.57107,249.783295,337.986035,455.53942,658.59255,807.968975,1087.03336,0,1361.60506,0,1901.71671,0,2453.4144300000003,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,14.189035,99.5162,115.56988,198.57383,264.168081,370.43916,488.18696000000006,728.8904699999999,896.08321,1358.05255,0,1748.7663,0,2358.180825,0,2790.3891750000003,0,3566.525625,0,4415.28318,0,0,0,0,0,0,20934.0144
2022-05-28,0,72.06755,129.653595,172.70394000000002,188.781645,289.85200000000003,392.52897,537.073315,781.5987,1076.01291,0,1490.8271499999998,0,1933.0752,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,14.55633,58.50532,87.57723,116.76616,161.57966,220.786425,309.02571,456.00504,618.1749000000001,868.7074449999999,0,1250.2021000000002,0,1852.54138,0,0,0,3211.6073,0,0,0,0,0,0,0,0,0
2022-05-30,0,31.62389,30.77687,47.68041,47.577945,92.93019,126.48644,189.20478,265.64251,364.231565,0,539.10774,0,808.437465,0,1173.27259,0,1618.10658,0,0,0,0,0,0,0,0,0
2022-05-31,0,31.47604,31.77316,47.396925,31.813930000000003,47.72586,79.88555000000001,128.11408,206.202425,347.25592,0,428.44194,0,719.083563,0,1000.137285,0,1504.2038750000002,0,2180.15988,0,0,0,4218.570889999999,0,0,0
2022-06-01,0,15.274415,30.15356,44.497335,60.40774,104.363315,205.79629,223.6851,457.449485,525.3563,0,920.92351,0,1215.08343,0,2274.96755,0,2093.90389,0,0,0,0,0,0,0,0,0
2022-06-02,0,0,15.29831,30.46245,45.694965,45.65268,76.08765000000001,165.951115,198.346265,393.86568,0,549.1700999999999,0,898.094165,0,1592.6817999999998,0,2315.66489,0,0,0,3694.96809,4623.913088,0,0,0,0
2022-06-03,0,14.809475,14.857715,14.959755,29.70175,58.74424,73.663875,118.63372,207.83665,356.22864000000004,461.759415,596.7808,859.89553,1195.4113650000002,1205.1504,1885.63584,0,2442.90054,0,0,0,3719.90605,0,0,0,0,0
2022-06-04,0,0,14.734955,0,14.81151,14.875865,59.317440000000005,89.34479999999999,163.87723,311.84254500000003,458.0994,508.14037,729.5257200000001,980.87253,0,1591.8261599999998,0,2972.382,0,0,0,0,0,0,0,0,0
2022-06-05,0,0,0,14.96772,14.93133,29.74987,29.84741,59.73814,119.48284,210.1484,300.1263,477.32048,612.8434,794.591635,1079.69544,1436.53104,0,2465.03277,0,0,0,0,0,0,0,0,0
2022-06-06,0,0,0,15.608955,15.71047,15.708995000000002,15.64809,31.26575,46.805835,78.72485,93.94896,110.365535,141.40728,213.893184,391.362375,501.9072000000001,708.867,1259.31105,1619.67728,0,2403.6705,0,0,0,0,0,0
2022-06-07,0,0,14.730575000000002,14.93378,15.587785,14.71549,15.66445,60.898,31.26496,62.549800000000005,93.72654,124.68952,187.47264,487.26032,479.498235,548.759575,675.5409649999999,0,0,0,0,0,0,0,0,0,0
2022-06-08,0,15.26075,0,0,0,15.11397,15.15775,30.37809,15.158335,45.40725,75.791325,120.89416,181.43424,347.64063,589.241445,966.46048,1204.51853,1310.32345,0,0,0,0,0,0,0,0,0
2022-06-09,0,0,0,0,0,0,0,15.13956,15.252395,15.07932,15.04285,15.039195,45.12468,225.0741,570.2964,962.19968,1213.6092,1954.65595,0,0,0,3924.925872,4900.128234,0,0,0,0
