,28000,29000,30000,31000,32000,33000,34000,35000,36000
2021-07-23,16.21236,16.17382,16.604505,50.221410000000006,117.431965,351.86707500000006,980.3130249999998,0,0
2021-07-24,0,0,17.03785,17.181445,33.85638,17.08266,120.04804,837.232375,0
