,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-25,19.60536,19.73246,19.950195,20.276555,80.365,141.760325,403.8653,909.423,0,0
2022-04-26,0,38.2861,19.03021,76.03352000000001,266.59248,1005.358325,2086.4701,2140.5791000000004,0,0
