,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-17,0,19.805495,59.53746,297.205725,655.20576,788.9015549999999,0,0
2022-04-18,19.454455000000003,19.726875,20.034325000000003,20.49659,40.79874,306.816675,0,0
