,17000,17500,18000,18500,18750,19000,19250,19500,19750,20000,20500,21000,22000
2022-10-20,9.569795,9.511555,19.0326,57.10791,113.99592,171.3987,323.88179,421.46764,0,0,0,0,0
2022-10-21,0,9.462145,9.50809,9.594505,9.5856,19.18271,124.61839,382.76,0,0,0,0,2968.3024800000003
