,20000,25000,30000,35000,38000,40000,42000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,84000,85000,86000,88000,90000,92000,94000,95000,96000,100000,105000,110000,115000,120000,140000
2024-02-22,0,0,284.04216499999995,619.0248,980.57385,1383.13683,0,0,0,3047.264535,3438.36965,3838.88925,4296.29544,4656.46392,5222.44296,0,6097.3137,6689.2618,0,7671.849359999999,8293.752,0,9589.8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-23,35.700441,167.535291,279.314475,634.667125,1011.0904,1321.96142,1729.57116,2244.33616,0,2882.267835,3206.1147140000003,3740.236395,4306.151265,4662.873855,5067.333015,5544.114555,6104.185475,0,0,7984.706685,8636.833515,9261.11116,9926.67542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-24,0,0,332.11789,0,0,0,1660.3174250000002,2154.1027200000003,0,2886.0007900000005,3322.228,0,4111.8921,4718.6359,5203.266839999999,5713.39104,6300.225295,0,0,0,8820.904825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-25,0,0,284.030395,0,0,1236.756,0,0,0,2846.48155,3030.043185,3474.9594,0,4300.543085,0,0,0,5876.00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-26,0,85.49408000000001,246.37738,515.5893199999999,787.932175,1033.3967,1551.902075,1823.8575800000003,0,2429.890645,2462.35005,3091.1581400000005,3172.32972,3774.5664,4198.132799999999,4655.00808,4824.082785,5291.118170000001,5683.145519999999,6812.4984,7517.45166,0,0,9436.80102,0,10796.340150000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-27,0,119.277417,0,400.41792,626.51006,858.0255,1054.76455,1369.83936,0,1919.39656,2191.53987,2409.9336000000003,2537.588025,2850.3160000000003,3162.61644,3736.68306,3903.40948,4302.29804,4815.315310000001,5351.75088,5892.61932,6219.09192,6688.190474999999,7338.45009,7773.785565,8447.03192,9044.575845,9722.979035,10440.120565,11019.20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-28,0,127.710744,223.154474,388.059685,489.55648,723.55944,857.49188,1101.9553199999998,1330.59696,1498.419755,1693.48704,1875.18287,2281.23158,2252.07789,2539.9514750000003,2928.625455,3612.99829,3286.440265,3530.355605,4312.50095,4302.23556,5274.220874999999,5447.55027,5494.22896,6683.22564,6942.217285000001,7497.67656,7815.381525,8650.42987,8882.95695,9333.52121,9875.806905,0,0,0,12720.10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-29,0,131.88163799999998,0,366.64272,549.6668999999999,700.9138449999999,822.37506,1131.205255,1258.59176,1489.664925,1623.659505,1829.2047,2025.30966,2271.37524,2511.13438,2670.326425,3148.92615,3212.59302,3769.3227,4229.6468700000005,4628.43841,5294.30235,5227.875715,5660.484299999999,6363.031994999999,6860.4556250000005,7137.7641650000005,8225.2017,8817.04609,0,0,9629.79432,0,0,0,0,0,0,0,0,0,0,0,18284.97636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01,0,104.40482,174.823992,314.0014,470.76195,596.5544,745.98132,1023.53163,1129.42494,1255.904,1502.78786,1601.19039,1761.950655,2074.5076,2311.45956,2523.529485,0,0,3454.29003,3969.462225,4303.7659,4800.2799,0,5700.71493,5898.964995,6720.136545,0,7712.35875,8393.308560000001,8519.214795000002,0,0,10936.664655,11529.388125,12103.54801,0,0,0,0,0,0,17328.531959999997,0,18225.993775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-02,0,62.06654,167.27237100000002,309.76685000000003,0,0,740.09208,961.36084,1120.44348,0,0,0,0,0,0,2655.26763,0,0,0,0,0,4672.661025,5249.21325,5595.2586,0,6632.14676,0,0,8248.09874,8890.942864999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-03,0,0,0,309.10775,500.91168,585.746725,832.963905,1079.769075,1203.18588,1315.67982,1555.8580000000002,1760.21928,0,0,0,2733.0949949999995,2988.4387500000003,0,0,0,0,0,0,5673.27579,0,6689.709105,0,0,0,0,9250.82025,9848.662375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-04,0,0,0,317.182696,437.69063,566.526955,767.452155,822.6962400000001,944.6857,1231.8724499999998,1248.58128,1525.49961,1700.20638,1696.523,2155.7016,2486.8948,2156.35644,3119.3816500000003,2854.305525,3366.2605000000003,3769.12517,3877.296875,4156.87618,4482.870735,5363.45579,5836.7155,6320.4032,6701.714610000001,6849.4326,6984.459449999999,8571.18052,9000.871000000001,9130.58968,9104.148795,0,10087.37795,10220.087605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-05,0,101.773424,150.062792,311.974416,540.88832,702.31304,828.07205,1215.57462,1202.75415,1648.60581,1717.37885,1904.72927,1906.9725,2366.6818,2336.12775,2943.959275,2795.484435,3422.62071,4455.13004,4114.75585,4538.74799,4865.4035,4058.373275,5390.67195,6114.380025,6525.625319999999,6733.10495,6849.306869999999,7267.13344,7133.088839999999,7730.074405000001,7854.807760000001,0,8848.77752,9383.16786,10150.27587,10380.86181,10961.83188,0,12709.1076,0,0,0,0,0,0,0,18738.87912,0,0,22215.8405,0,0,0,0,0,0,0,0,0,0
2024-03-06,0,0,165.29232499999998,307.41593,467.55401,589.7245499999999,789.0836400000001,904.619745,1124.7830700000002,1224.5788249999998,1362.52758,1481.11392,0,1807.59627,2082.75228,2293.4123400000003,2571.6171,2666.96,2889.40521,3232.1433600000005,0,0,4514.4616750000005,4723.11951,5270.3264,5484.94815,0,6195.976199999999,6852.75789,7357.07001,7902.158280000001,0,0,9169.902105,9986.793,0,10882.71288,0,0,0,13792.38516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07,26.981240000000003,74.138163,161.970168,323.649606,404.99178000000006,505.4298,0,0,946.54742,0,0,0,0,1676.571,2084.00094,2040.36399,2092.4429600000003,2524.99425,2541.120375,2883.76189,3351.6830000000004,3508.34276,3733.20972,4007.36378,0,0,5263.81593,5927.819384999999,6022.07375,6472.98624,7271.028119999999,8264.22125,8396.86125,8934.26037,9043.19388,9696.692495,0,0,0,0,13445.92917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
