,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-10,16.829105,50.298390000000005,99.87585,184.26738,417.4525,739.8800200000001,1109.407325,2329.04118,3181.64244
2021-07-11,0,16.74253,16.91855,16.903,51.38508,154.861065,739.7765149999999,0,0
