,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-03-20,20.759880000000003,20.636755,123.15345,227.306255,456.43136,832.819,0,0,0,0
2022-03-21,20.67303,20.41933,20.557135,20.60346,266.69695,1025.23575,1813.713,0,0,0
