,18000,18500,19000,19250,19500,19750,20000,20250,20500,21000,22000
2022-09-16,0,77.1,70.33,0,51.05,0,46.38,0,44.58,58.69,75.28
2022-09-17,0,0,52.77,64.74,73.52,44.85,37.49,36.84,45.59,68.33,0
